discipline,year,papers,oa_rate,open_material_rate,github_rate,zenodo_rate,osf_rate,dataset_rate,preregistered_rate,preprint_rate,high_impact_rate,non_oa_open_signal_rate,open_science_any_rate,mean_open_science_score,mean_citations
cardiology,2015,13780,0.4358490566037736,0.014296081277213353,0.0,0.001451378809869376,0.0,0.012844702467343977,0.0,0.0,0.167489114658926,0.014296081277213353,0.4358490566037736,0.046456941579103635,26.4177793904209
cardiology,2016,14648,0.4732386673948662,0.030652648825778263,0.0,0.0014336428181321683,6.826870562534134e-05,0.029150737302020755,0.0,0.0,0.16302566903331514,0.030652648825778263,0.4733069361004915,0.048082737931788556,25.620221190606227
cardiology,2017,15021,0.5018973437187937,0.027161973237467545,6.657346381732241e-05,0.0024632181612409296,0.0,0.024698755076226615,0.0,0.0,0.15911057852340058,0.027161973237467545,0.5018973437187937,0.04836280515007708,26.024565608148592
cardiology,2018,15776,0.5079234279918864,0.013564908722109534,0.0,0.002789046653144016,0.0,0.010775862068965518,0.0,0.0,0.15618661257606492,0.013564908722109534,0.5080502028397565,0.04810885702151116,24.54855476673428
cardiology,2019,16829,0.522253253312734,0.013310357121635273,5.942123715015747e-05,0.002673955671757086,0.0001782637114504724,0.010398716501277556,0.0,0.0,0.13821379761126626,0.013310357121635273,0.5224315170241844,0.049595344295806046,22.058886446015805
cardiology,2020,19359,0.6064362828658505,0.010847667751433442,0.0001549666821633349,0.004958933829226716,0.00010331112144222325,0.005630456118601168,0.0,0.0,0.1360090913786869,0.010847667751433442,0.6064879384265717,0.047457991779510975,21.518725140761404
cardiology,2021,18944,0.6426309121621622,0.018633868243243243,5.2787162162162165e-05,0.005173141891891892,0.00021114864864864866,0.013355152027027027,0.0,0.0,0.1102195945945946,0.018633868243243243,0.6427364864864865,0.0490566679350696,16.68623310810811
cardiology,2022,18532,0.6721346859486294,0.018022879343837686,0.0002158428663932657,0.007770343190157565,0.00010792143319663285,0.010036693287286855,0.0,0.0,0.08914310382041873,0.018022879343837686,0.6721886466652277,0.050717776483394685,12.946632851284265
cardiology,2023,20100,0.6878109452736318,0.014427860696517412,0.0003482587064676617,0.009203980099502488,0.00044776119402985075,0.004477611940298508,0.0,0.0,0.05781094527363184,0.014427860696517412,0.687910447761194,0.05324958278897169,8.890945273631841
cardiology,2024,16577,0.7063401097906739,0.0032575254871207095,0.00048259636846232734,0.001447789105386982,0.00024129818423116367,0.0010858418290402366,0.0,0.0,0.03673764854919467,0.0032575254871207095,0.7064004343367316,0.05327769513204627,7.025517282982445
cardiology,2025,15183,0.6990713297767239,0.01705855232826187,0.00032931568201277747,0.015214384508990318,0.0007244945004281104,0.0007903576368306659,0.0,0.0,0.00862807086873477,0.01705855232826187,0.699203056049529,0.056036774599918786,2.8743989988803267
cardiology,2026,12117,0.6739291903936618,0.11149624494511842,0.0015680448956012214,0.06915903276388545,0.005529421473962202,0.035652389205248824,0.0,0.0,0.0013204588594536602,0.11149624494511842,0.6740117190723777,0.057693572204993486,0.12824956672443674
neurology,2015,12999,0.40387722132471726,0.010693130240787753,0.0,0.0012308639126086623,0.0,0.00946226632817909,0.0,0.0,0.1984768059081468,0.010693130240787753,0.4039541503192553,0.009316031478398185,21.242557119778443
neurology,2016,13587,0.42732023257525575,0.017590343710900125,0.0,0.0022815926989033634,7.359976448075366e-05,0.015235151247516008,0.0,0.0,0.1803930227423272,0.017590343710900125,0.4273938323397365,0.012064833456412086,19.516375947596966
neurology,2017,15005,0.4005998000666445,0.01846051316227924,0.0001999333555481506,0.0019326891036321227,0.00013328890369876707,0.016194601799400198,0.0,0.0,0.16541152949016993,0.01846051316227924,0.4005998000666445,0.011312104623827857,18.822859046984338
neurology,2018,15227,0.43954817101201815,0.010507650883299403,0.0001970184540618638,0.003217968083010442,0.0,0.007092664346227097,0.0,0.0,0.16135811387666646,0.010507650883299403,0.4396795166480594,0.013454545434703251,17.855454127536614
neurology,2019,15840,0.4681818181818182,0.012563131313131312,0.00012626262626262626,0.003851010101010101,6.313131313131313e-05,0.008585858585858586,0.0,0.0,0.1428661616161616,0.012563131313131312,0.4681818181818182,0.016011803397687943,15.821527777777778
neurology,2020,17445,0.5633705932932073,0.011636572083691602,0.00011464603038119805,0.005044425336772714,0.00011464603038119805,0.006362854686156492,0.0,0.0,0.1399828030954428,0.011636572083691602,0.5634852393235884,0.015279129720794725,16.33298939524219
neurology,2021,18067,0.601981513256213,0.019870482094426302,0.00022139812918580838,0.007250788730835224,0.0002767476614822605,0.01217689710521946,0.0,0.0,0.1029501300714009,0.019870482094426302,0.6020368627885094,0.014968937705139244,12.078596335860961
neurology,2022,16857,0.6223527318028119,0.01981372723497657,0.0007118704395799964,0.010084831227383283,0.00023729014652666548,0.008957703031381622,0.0,0.0,0.07385655810642464,0.01981372723497657,0.6224120543394436,0.01617385306570226,10.0427122263748
neurology,2023,17433,0.6521539608787931,0.016233579991969255,0.0008604371020478403,0.0080881087592497,0.00011472494693971204,0.007457121551081283,0.0,0.0,0.03980955658808008,0.016233579991969255,0.6522686858257328,0.018985622433945762,6.143865083462399
neurology,2024,14658,0.6422431436758085,0.0028653295128939827,0.0005457770500750444,0.0011597762314094692,0.0002728885250375222,0.001023331968890708,0.0,0.0,0.0203301951152954,0.0028653295128939827,0.6423795879383272,0.02506499066257936,4.279506071769682
neurology,2025,17273,0.6462108493023795,0.0289469113645574,0.001157876454582296,0.02205754645979274,0.0009263011636658369,0.005036762577432988,0.0,0.0,0.004805187286516529,0.0289469113645574,0.6467897875296705,0.028458755945677802,1.4511086667052626
neurology,2026,8079,0.6950117588810496,0.17155588562940957,0.004703552419853942,0.1248916945166481,0.008540660972892685,0.03589553162520114,0.0,0.0,0.003713330857779428,0.17155588562940957,0.6956306473573463,0.03583942872081101,0.11139992573338285
neuroscience,2015,30544,0.43380041906757466,0.0323467784180199,9.821896280775276e-05,0.002717391304347826,0.0,0.029563907805133578,0.0,0.0,0.12254452592980618,0.0323467784180199,0.4338331587218439,0.044210718085144866,26.092751440544788
neuroscience,2016,31310,0.4508144362823379,0.019929734908974768,0.0005748961992973491,0.003481315873522836,0.00015969338869370808,0.015937400191632065,0.0,0.0,0.11529862663685723,0.019929734908974768,0.45094219099329286,0.04571989292875344,24.98249760459917
neuroscience,2017,33020,0.4654451847365233,0.021774682010902484,0.00015142337976983646,0.0032404603270745004,0.0003937007874015748,0.017958812840702606,0.0,0.0,0.1076923076923077,0.021774682010902484,0.4655360387643852,0.04515158298997492,23.739733494851606
neuroscience,2018,32569,0.4807025085203721,0.01307992262580982,0.0009211213116767478,0.004083637815100249,0.0008290091805090731,0.007553194755749332,0.0,0.0,0.10393318800085971,0.01307992262580982,0.4808867327827075,0.04481724297209394,23.59495225521201
neuroscience,2019,30947,0.5304876078456716,0.010857272110382267,0.0010986525349791579,0.0028758845768572074,0.0005170129576372508,0.006656541829579604,0.0,0.0,0.10188386596439074,0.010857272110382267,0.530616861085081,0.04490888352990608,23.269299124309303
neuroscience,2020,25470,0.6318021201413427,0.007813113466823713,0.0016882606988614056,0.0021594032194738907,0.00035335689045936394,0.003769140164899882,0.0,0.0,0.11067923046721634,0.007813113466823713,0.6320769532783667,0.04585732028274892,26.184020416175894
neuroscience,2021,1926,0.45846313603322947,0.018172377985462097,0.004672897196261682,0.009865005192107996,0.0010384215991692627,0.003115264797507788,0.0,0.0,0.03842159916926272,0.018172377985462097,0.45898234683281414,0.09017368038812046,8.728452751817239
neuroscience,2022,1779,0.5120854412591344,0.02304665542439573,0.002810567734682406,0.017425519955030916,0.0011242270938729624,0.002810567734682406,0.0,0.0,0.03204047217537943,0.02304665542439573,0.5126475548060708,0.08461927457457785,7.982574480044969
neuroscience,2023,1695,0.6218289085545723,0.027138643067846607,0.0017699115044247787,0.01710914454277286,0.0029498525073746312,0.006489675516224189,0.0,0.0,0.01710914454277286,0.027138643067846607,0.6218289085545723,0.0874976597119233,5.9604719764011795
